order_id,customer_id,order_date,product_id,product_name,product_price,quantity
order-08155-A4VVOQ,Customer_82,2023-08-16,PROD-45878-087IDD,"Clams - Littleneck, Whole",23.34,2
order-43250-YD1LH1,Customer_48,2023-11-19,PROD-19756-FN378E,Roe - Flying Fish,15.78,2
order-89933-SV2OSH,Customer_57,2024-04-13,PROD-65311-XSZLWG,Cucumber - English,80.92,5
order-13035-N4F9BY,Customer_40,2024-04-06,PROD-05828-E0QMLL,Carbonated Water - Orange,25.26,4
order-59688-3E7Y9E,Customer_31,2024-03-29,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,22.25,1
order-18060-XBB5OY,Customer_6,2023-08-18,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,89.93,1
order-98848-39JNHI,Customer_58,2024-07-20,PROD-03977-S1HZ6B,Pie Shell - 5,63.2,2
order-61188-Q21M7P,Customer_50,2023-09-09,PROD-97351-03NF1Y,Sea Bass - Fillets,58.82,1
order-39181-XX58JU,Customer_94,2024-05-05,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",89.18,4
order-98323-RKB24C,Customer_81,2023-12-16,PROD-98653-BBZ430,Artichoke - Fresh,36.9,4
order-33504-GGBFAW,Customer_2,2024-01-12,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,27.19,3
order-90987-BU8PIR,Customer_40,2023-11-06,PROD-99091-W7JHO8,Pork Salted Bellies,16.31,5
order-54774-EWTRXO,Customer_25,2023-08-25,PROD-22372-K04JUM,Onion Powder,37.41,3
order-88881-8IF9UU,Customer_65,2024-01-08,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,48.65,2
order-22376-JGRCOF,Customer_83,2023-07-30,PROD-65311-XSZLWG,Cucumber - English,63.36,3
order-03177-Z9HMOE,Customer_12,2023-11-24,PROD-98653-BBZ430,Artichoke - Fresh,65.46,4
order-95966-X5GM88,Customer_77,2023-09-13,PROD-56388-2OET3Y,Calvados - Boulard,68.38,5
order-87874-S2JWQ8,Customer_32,2023-08-04,PROD-22372-K04JUM,Onion Powder,49.86,3
order-47917-YZ8JM5,Customer_45,2024-02-03,PROD-05828-E0QMLL,Carbonated Water - Orange,23.43,1
order-89026-PYAD0T,Customer_30,2023-09-23,PROD-07044-C7ZUO1,Sole - Fillet,94.7,4
order-32936-4MVXX9,Customer_24,2024-07-11,PROD-22372-K04JUM,Onion Powder,14.19,3
order-18926-BJFMKL,Customer_34,2024-04-08,PROD-07044-C7ZUO1,Sole - Fillet,78.33,2
order-53708-2ZRSAY,Customer_12,2024-03-27,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,11.15,5
order-85133-RF91IB,Customer_44,2024-05-17,PROD-69368-PGGPNC,Ostrich - Prime Cut,57.72,2
order-81242-DIHFH4,Customer_22,2023-10-18,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,88.73,3
order-36114-SX8B56,Customer_75,2024-01-31,PROD-69368-PGGPNC,Ostrich - Prime Cut,69.93,4
order-26405-3TEWLU,Customer_83,2023-09-26,PROD-89373-AWTFWY,Cookies Almond Hazelnut,19.83,2
order-85343-E40U0S,Customer_76,2024-02-04,PROD-89373-AWTFWY,Cookies Almond Hazelnut,15.92,4
order-92544-24DNS3,Customer_11,2023-08-04,PROD-99091-W7JHO8,Pork Salted Bellies,28.59,3
order-47814-AT6P2D,Customer_13,2023-08-01,PROD-03977-S1HZ6B,Pie Shell - 5,96.1,5
order-18470-FAKZJL,Customer_10,2024-04-07,PROD-07044-C7ZUO1,Sole - Fillet,67.13,2
order-14412-05VB14,Customer_92,2024-03-28,PROD-89373-AWTFWY,Cookies Almond Hazelnut,67.62,1
order-59581-IRSDXJ,Customer_83,2024-06-14,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",24.64,4
order-88413-TRZBIK,Customer_72,2024-02-01,PROD-55844-OY7490,Venison - Denver Leg Boneless,97.96,5
order-97727-KLT4GB,Customer_9,2024-06-18,PROD-45878-087IDD,"Clams - Littleneck, Whole",63.26,4
order-44412-657OUV,Customer_74,2024-02-14,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,10.28,4
order-27985-Z82YRC,Customer_28,2023-11-17,PROD-19756-FN378E,Roe - Flying Fish,21.91,4
order-47396-ALWMSS,Customer_52,2024-07-16,PROD-19756-FN378E,Roe - Flying Fish,19.77,2
order-78350-HE531N,Customer_32,2024-01-08,PROD-56388-2OET3Y,Calvados - Boulard,67.94,1
order-12598-XIQIM2,Customer_71,2024-01-10,PROD-19756-FN378E,Roe - Flying Fish,19.97,3
order-97334-B4WEU3,Customer_47,2023-10-08,PROD-03977-S1HZ6B,Pie Shell - 5,63.15,2
order-45931-9I9KRB,Customer_86,2024-02-07,PROD-45878-087IDD,"Clams - Littleneck, Whole",40.33,4
order-45002-L01POU,Customer_14,2024-03-11,PROD-98653-BBZ430,Artichoke - Fresh,14.26,5
order-77756-UMR3AV,Customer_11,2024-04-07,PROD-33428-NUNI88,Cheese - Pied De Vents,69.7,5
order-81032-R1LF9A,Customer_79,2024-07-16,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",17.29,2
order-23054-0MM35D,Customer_66,2024-05-02,PROD-89373-AWTFWY,Cookies Almond Hazelnut,97.02,2
order-52060-SD61RR,Customer_94,2024-06-27,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",93.23,2
order-81654-H08CYX,Customer_43,2024-04-20,PROD-99091-W7JHO8,Pork Salted Bellies,53.59,4
order-92902-EWXODL,Customer_70,2024-04-13,PROD-55844-OY7490,Venison - Denver Leg Boneless,28.0,4
order-84237-4MH194,Customer_43,2024-01-02,PROD-22372-K04JUM,Onion Powder,74.16,5
order-09818-X3UITF,Customer_77,2023-08-27,PROD-98653-BBZ430,Artichoke - Fresh,43.71,1
order-45600-QXJN4K,Customer_55,2023-12-12,PROD-55844-OY7490,Venison - Denver Leg Boneless,82.8,1
order-86744-MQENM3,Customer_76,2024-01-29,PROD-65311-XSZLWG,Cucumber - English,79.38,5
order-25083-HL8NLO,Customer_50,2024-05-09,PROD-07044-C7ZUO1,Sole - Fillet,98.67,1
order-54049-AQ3YJ2,Customer_30,2023-10-13,PROD-98653-BBZ430,Artichoke - Fresh,39.4,3
order-02818-AQM86G,Customer_60,2023-08-15,PROD-07044-C7ZUO1,Sole - Fillet,79.93,4
order-25594-RR7PSP,Customer_6,2023-09-12,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",89.24,1
order-87170-PJ73B1,Customer_9,2024-03-20,PROD-22372-K04JUM,Onion Powder,18.25,1
order-84239-GLO4PP,Customer_95,2024-04-18,PROD-33428-NUNI88,Cheese - Pied De Vents,74.44,3
order-62048-6QKUFJ,Customer_10,2024-01-03,PROD-19756-FN378E,Roe - Flying Fish,98.97,4
order-31542-5HVQSP,Customer_4,2023-08-25,PROD-56388-2OET3Y,Calvados - Boulard,80.29,5
order-42080-EVMMG8,Customer_57,2024-06-23,PROD-56388-2OET3Y,Calvados - Boulard,83.38,3
order-76354-X7F7L1,Customer_77,2024-03-09,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,98.51,1
order-94253-8CB77A,Customer_85,2023-08-12,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,10.33,1
order-27240-LFFEHP,Customer_45,2024-01-24,PROD-19756-FN378E,Roe - Flying Fish,35.47,3
order-25589-KVNDG1,Customer_88,2024-06-30,PROD-89373-AWTFWY,Cookies Almond Hazelnut,11.32,1
order-93160-QKMMTT,Customer_16,2024-04-21,PROD-05828-E0QMLL,Carbonated Water - Orange,5.87,2
order-98945-AOM1VQ,Customer_86,2023-12-14,PROD-07044-C7ZUO1,Sole - Fillet,12.44,3
order-90540-I1T9VL,Customer_37,2023-11-15,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",57.65,5
order-37434-YMJ7E0,Customer_15,2024-01-18,PROD-22372-K04JUM,Onion Powder,52.64,4
order-08081-KR869B,Customer_87,2023-10-21,PROD-69368-PGGPNC,Ostrich - Prime Cut,42.9,3
order-76929-VOISYD,Customer_10,2023-08-07,PROD-41288-8SSO3R,Soup - Campbells Chili Veg,56.43,5
order-47140-CVP5K9,Customer_19,2024-02-26,PROD-41288-8SSO3R,Soup - Campbells Chili Veg,79.09,3
order-21945-Z80VXL,Customer_85,2024-06-22,PROD-07044-C7ZUO1,Sole - Fillet,18.57,2
order-34415-B7GRSH,Customer_25,2023-09-26,PROD-65311-XSZLWG,Cucumber - English,41.75,2
order-75121-8910XJ,Customer_29,2024-04-09,PROD-65311-XSZLWG,Cucumber - English,32.44,2
order-98507-75Z9N9,Customer_69,2023-08-26,PROD-56388-2OET3Y,Calvados - Boulard,54.48,3
order-67146-DTHI3R,Customer_6,2024-06-22,PROD-89373-AWTFWY,Cookies Almond Hazelnut,44.22,4
order-18383-RH0IR5,Customer_83,2024-04-24,PROD-56388-2OET3Y,Calvados - Boulard,44.04,4
order-85584-Z7F6C5,Customer_100,2023-11-06,PROD-33428-NUNI88,Cheese - Pied De Vents,87.34,5
order-29095-J3TAPK,Customer_63,2023-09-22,PROD-89373-AWTFWY,Cookies Almond Hazelnut,93.55,1
order-73486-F26TAP,Customer_98,2023-09-15,PROD-97351-03NF1Y,Sea Bass - Fillets,50.74,3
order-37337-O5JCA6,Customer_16,2024-05-09,PROD-05828-E0QMLL,Carbonated Water - Orange,57.03,5
order-16482-FVPYL9,Customer_26,2024-07-07,PROD-45878-087IDD,"Clams - Littleneck, Whole",52.56,1
order-47778-JTL613,Customer_26,2023-09-28,PROD-56388-2OET3Y,Calvados - Boulard,40.34,2
order-58426-FLBA5J,Customer_59,2024-01-19,PROD-03977-S1HZ6B,Pie Shell - 5,31.33,1
order-21217-Q9GZC1,Customer_32,2023-12-02,PROD-19756-FN378E,Roe - Flying Fish,55.98,4
order-23396-038CAJ,Customer_74,2024-03-06,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,96.57,2
order-21638-REQRP6,Customer_19,2024-01-30,PROD-55844-OY7490,Venison - Denver Leg Boneless,38.79,4
order-21905-0TSMS6,Customer_96,2023-10-01,PROD-99091-W7JHO8,Pork Salted Bellies,77.76,3
order-89785-IP1UVE,Customer_28,2023-09-06,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,24.1,3
order-70875-6K3CYV,Customer_91,2024-06-01,PROD-07044-C7ZUO1,Sole - Fillet,12.66,3
order-98409-46RN6X,Customer_32,2023-11-19,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",84.38,3
order-74980-1AUEDK,Customer_25,2024-01-04,PROD-89373-AWTFWY,Cookies Almond Hazelnut,72.82,2
order-10259-JCYLTG,Customer_87,2023-12-09,PROD-99091-W7JHO8,Pork Salted Bellies,59.35,2
order-96526-SY5GT7,Customer_23,2023-08-08,PROD-45878-087IDD,"Clams - Littleneck, Whole",56.69,4
order-22245-YRW22S,Customer_27,2024-03-20,PROD-99091-W7JHO8,Pork Salted Bellies,33.38,4
order-16621-HV2CRM,Customer_11,2024-07-22,PROD-65311-XSZLWG,Cucumber - English,77.19,5
order-39370-AZ3I9V,Customer_31,2024-03-29,PROD-56388-2OET3Y,Calvados - Boulard,50.82,1
order-32186-UJU7J7,Customer_21,2023-09-17,PROD-22372-K04JUM,Onion Powder,95.7,3
order-00122-H1ESLX,Customer_60,2024-07-12,PROD-65311-XSZLWG,Cucumber - English,68.69,1
order-20106-W75QFO,Customer_15,2023-09-10,PROD-55844-OY7490,Venison - Denver Leg Boneless,71.25,2
order-62142-RENSPU,Customer_86,2023-10-07,PROD-97351-03NF1Y,Sea Bass - Fillets,84.72,3
order-95819-YSTAP0,Customer_95,2024-03-10,PROD-22372-K04JUM,Onion Powder,62.92,4
order-57544-G08IC5,Customer_69,2023-07-30,PROD-19756-FN378E,Roe - Flying Fish,90.72,5
order-80101-9PPQ3Z,Customer_40,2023-10-04,PROD-22372-K04JUM,Onion Powder,84.71,1
order-37673-6J1Q1B,Customer_59,2024-07-23,PROD-03977-S1HZ6B,Pie Shell - 5,26.02,1
order-87259-81PWX3,Customer_46,2024-02-02,PROD-45878-087IDD,"Clams - Littleneck, Whole",54.22,3
order-28753-38753Q,Customer_19,2023-08-30,PROD-55844-OY7490,Venison - Denver Leg Boneless,8.47,5
order-18373-K8492M,Customer_24,2024-04-13,PROD-07044-C7ZUO1,Sole - Fillet,14.84,4
order-16919-K3YGNO,Customer_22,2023-12-10,PROD-07044-C7ZUO1,Sole - Fillet,51.08,2
order-32319-RVP3U2,Customer_33,2023-11-30,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,93.83,4
order-43560-69LIDQ,Customer_34,2024-03-18,PROD-56388-2OET3Y,Calvados - Boulard,48.34,4
order-68892-X4UJ7L,Customer_83,2023-12-26,PROD-56388-2OET3Y,Calvados - Boulard,9.95,3
order-53896-FIBDV4,Customer_80,2023-10-04,PROD-05828-E0QMLL,Carbonated Water - Orange,59.68,3
order-79336-177CRO,Customer_38,2023-10-17,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",43.9,2
order-10426-NG8Y55,Customer_70,2023-09-10,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,56.9,4
order-89213-VFBEIK,Customer_39,2024-03-20,PROD-45878-087IDD,"Clams - Littleneck, Whole",82.71,5
order-55468-K6QENT,Customer_30,2023-11-26,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,16.21,1
order-23007-O8P53M,Customer_19,2023-12-28,PROD-33428-NUNI88,Cheese - Pied De Vents,83.49,3
order-06843-EQMIP8,Customer_24,2023-09-16,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,68.76,5
order-95796-R7KQ29,Customer_3,2023-09-01,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,50.52,3
order-39008-JMZQ3F,Customer_8,2024-05-09,PROD-45878-087IDD,"Clams - Littleneck, Whole",72.96,5
order-39081-09NI3L,Customer_58,2024-02-15,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,79.83,2
order-23220-5FTXD5,Customer_22,2023-12-08,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",74.74,1
order-29689-P9B8MY,Customer_64,2024-03-13,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,46.57,4
order-47165-M9XWW4,Customer_85,2024-01-21,PROD-89373-AWTFWY,Cookies Almond Hazelnut,57.85,1
order-03674-G02JZF,Customer_84,2023-09-21,PROD-22372-K04JUM,Onion Powder,18.95,3
order-77646-IY25E2,Customer_83,2024-03-28,PROD-41288-8SSO3R,Soup - Campbells Chili Veg,83.57,4
order-14579-WHY3KL,Customer_17,2023-08-03,PROD-98653-BBZ430,Artichoke - Fresh,79.41,2
order-46568-IW1PI4,Customer_16,2024-06-29,PROD-05828-E0QMLL,Carbonated Water - Orange,45.24,4
order-96981-VQ3M32,Customer_43,2023-10-19,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,73.7,5
order-48439-WX2JTK,Customer_48,2023-08-10,PROD-19756-FN378E,Roe - Flying Fish,16.34,4
order-18551-Y8EFWY,Customer_56,2023-08-01,PROD-03977-S1HZ6B,Pie Shell - 5,56.62,2
order-31305-W9GK2X,Customer_25,2024-03-11,PROD-99091-W7JHO8,Pork Salted Bellies,54.16,4
order-07313-G8Y6F2,Customer_11,2024-04-07,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,71.9,4
order-44663-TWE0LB,Customer_35,2024-04-04,PROD-69368-PGGPNC,Ostrich - Prime Cut,75.41,3
order-30124-QJFZEG,Customer_25,2024-01-29,PROD-19756-FN378E,Roe - Flying Fish,17.75,4
order-17217-HLAPRD,Customer_21,2024-07-12,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",76.08,4
order-64489-KELEC2,Customer_71,2024-06-17,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",7.98,3
order-20175-QKCMBX,Customer_64,2024-03-09,PROD-03977-S1HZ6B,Pie Shell - 5,44.06,2
order-69515-MJGIB0,Customer_10,2024-04-15,PROD-97351-03NF1Y,Sea Bass - Fillets,19.85,1
order-03503-VTGUV8,Customer_60,2023-10-30,PROD-89373-AWTFWY,Cookies Almond Hazelnut,91.62,3
order-04023-BTYWB6,Customer_74,2024-05-28,PROD-65311-XSZLWG,Cucumber - English,42.04,4
order-46976-6ECKUA,Customer_60,2023-09-21,PROD-65311-XSZLWG,Cucumber - English,68.24,2
order-12552-4ZXA0V,Customer_88,2024-04-24,PROD-41288-8SSO3R,Soup - Campbells Chili Veg,27.21,5
order-57416-YQY4T6,Customer_38,2024-05-19,PROD-45878-087IDD,"Clams - Littleneck, Whole",91.58,1
order-90777-D4OCC9,Customer_5,2024-07-16,PROD-89373-AWTFWY,Cookies Almond Hazelnut,99.54,3
order-16675-4M0EVS,Customer_51,2024-06-20,PROD-05828-E0QMLL,Carbonated Water - Orange,95.73,2
order-98677-P25VKB,Customer_46,2024-03-03,PROD-89373-AWTFWY,Cookies Almond Hazelnut,89.39,4
order-55915-ZU7JPK,Customer_4,2024-04-02,PROD-45878-087IDD,"Clams - Littleneck, Whole",38.52,5
order-58005-8AWI5U,Customer_36,2024-04-23,PROD-07044-C7ZUO1,Sole - Fillet,43.48,5
order-62497-XV1ZSN,Customer_29,2023-10-31,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,94.95,1
order-82175-D6447N,Customer_26,2024-07-19,PROD-33428-NUNI88,Cheese - Pied De Vents,7.37,1
order-63192-44YZXQ,Customer_94,2023-11-20,PROD-69368-PGGPNC,Ostrich - Prime Cut,51.58,4
order-05783-OGWVN9,Customer_87,2023-11-11,PROD-22372-K04JUM,Onion Powder,91.44,2
order-17198-T5JCO7,Customer_11,2024-01-15,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",75.62,3
order-94326-PFDB3H,Customer_31,2023-10-25,PROD-05828-E0QMLL,Carbonated Water - Orange,59.71,4
order-16152-IRIC42,Customer_20,2024-02-18,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",97.11,1
order-18997-4HIKUS,Customer_50,2024-06-17,PROD-56388-2OET3Y,Calvados - Boulard,70.42,2
order-14995-1BCBZ8,Customer_84,2024-07-18,PROD-22372-K04JUM,Onion Powder,97.61,5
order-35019-8BKW2G,Customer_58,2024-07-02,PROD-89373-AWTFWY,Cookies Almond Hazelnut,75.09,2
order-56207-RMPUK3,Customer_16,2024-06-24,PROD-69368-PGGPNC,Ostrich - Prime Cut,87.85,3
order-00413-GCS5BJ,Customer_10,2024-02-16,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",17.75,3
order-34283-B0NNWU,Customer_77,2024-05-14,PROD-98653-BBZ430,Artichoke - Fresh,5.6,3
order-78696-CLZ3ZQ,Customer_49,2023-12-14,PROD-22372-K04JUM,Onion Powder,75.85,3
order-84222-SXOKCH,Customer_39,2024-04-04,PROD-41288-8SSO3R,Soup - Campbells Chili Veg,61.36,2
order-24377-1CA1JK,Customer_76,2024-04-18,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",20.73,4
order-95659-WMB482,Customer_71,2023-08-31,PROD-22372-K04JUM,Onion Powder,84.43,2
order-81337-HNEFXX,Customer_34,2023-11-14,PROD-99091-W7JHO8,Pork Salted Bellies,71.2,2
order-42889-WMC7I2,Customer_82,2023-09-12,PROD-97351-03NF1Y,Sea Bass - Fillets,98.06,5
order-40123-XK4GCP,Customer_76,2024-03-03,PROD-45878-087IDD,"Clams - Littleneck, Whole",61.07,3
order-33608-MZHW01,Customer_94,2024-03-12,PROD-69368-PGGPNC,Ostrich - Prime Cut,21.22,5
order-20754-P7GJSN,Customer_83,2023-08-07,PROD-98653-BBZ430,Artichoke - Fresh,99.63,2
order-79849-HLSSYZ,Customer_79,2024-05-28,PROD-03977-S1HZ6B,Pie Shell - 5,15.53,2
order-67903-TYY61M,Customer_70,2024-02-27,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,32.84,3
order-23207-9HL1QY,Customer_64,2024-05-16,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,51.77,2
order-53438-FXXSIB,Customer_56,2024-05-13,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",95.42,3
order-51747-OG4HN5,Customer_94,2023-09-12,PROD-45878-087IDD,"Clams - Littleneck, Whole",78.78,3
order-54177-G626QV,Customer_63,2023-10-18,PROD-03977-S1HZ6B,Pie Shell - 5,74.82,1
order-84613-D86DZV,Customer_94,2024-07-17,PROD-65311-XSZLWG,Cucumber - English,34.59,5
order-78849-OBLIUW,Customer_74,2023-09-30,PROD-22372-K04JUM,Onion Powder,15.85,3
order-66589-V4XN1L,Customer_97,2023-07-31,PROD-03977-S1HZ6B,Pie Shell - 5,49.94,1
order-56017-OF0DDV,Customer_97,2023-08-23,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",35.09,3
order-86051-3Q6EX2,Customer_84,2024-02-11,PROD-89373-AWTFWY,Cookies Almond Hazelnut,70.44,5
order-96320-COGU99,Customer_23,2023-10-29,PROD-97351-03NF1Y,Sea Bass - Fillets,95.25,3
order-29266-FJRPZK,Customer_91,2024-02-17,PROD-65311-XSZLWG,Cucumber - English,88.32,1
order-07456-9GC7WO,Customer_30,2024-07-25,PROD-19756-FN378E,Roe - Flying Fish,43.91,2
order-10590-W6CSD9,Customer_61,2024-04-21,PROD-89373-AWTFWY,Cookies Almond Hazelnut,52.94,3
order-88533-6BZS30,Customer_8,2023-12-28,PROD-55844-OY7490,Venison - Denver Leg Boneless,8.18,4
order-51712-250R9A,Customer_13,2023-12-29,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,13.32,3
order-83244-WEBLBF,Customer_89,2024-05-14,PROD-56388-2OET3Y,Calvados - Boulard,46.43,2
order-63735-Q6K3H9,Customer_77,2023-08-24,PROD-69368-PGGPNC,Ostrich - Prime Cut,66.68,4
order-55904-ANEUWJ,Customer_41,2023-08-12,PROD-41288-8SSO3R,Soup - Campbells Chili Veg,36.94,2
order-30911-C4VESV,Customer_93,2023-08-07,PROD-41288-8SSO3R,Soup - Campbells Chili Veg,58.76,4
order-73225-RPQA1F,Customer_22,2024-03-20,PROD-03977-S1HZ6B,Pie Shell - 5,14.5,1
order-56960-LGBPCI,Customer_16,2023-08-02,PROD-22372-K04JUM,Onion Powder,46.05,2
order-21248-EULMR7,Customer_56,2023-12-10,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",44.13,1
order-04839-NLBB9U,Customer_10,2024-01-06,PROD-07044-C7ZUO1,Sole - Fillet,19.66,3
order-36632-9X834Q,Customer_62,2024-05-06,PROD-65311-XSZLWG,Cucumber - English,91.54,4
order-05319-Y8YUCE,Customer_20,2023-08-20,PROD-41288-8SSO3R,Soup - Campbells Chili Veg,30.57,3
order-61717-KVFA2C,Customer_51,2023-11-17,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",58.27,3
order-85853-YB1NKA,Customer_23,2023-09-21,PROD-03977-S1HZ6B,Pie Shell - 5,63.42,1
order-61104-3S3OPW,Customer_82,2023-08-23,PROD-97351-03NF1Y,Sea Bass - Fillets,64.82,1
order-64919-H4OW06,Customer_7,2023-12-19,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,21.45,3
order-86298-HLQ0N8,Customer_93,2023-11-23,PROD-55844-OY7490,Venison - Denver Leg Boneless,31.01,2
order-37929-4AM8PG,Customer_68,2024-07-10,PROD-56388-2OET3Y,Calvados - Boulard,34.98,2
order-98872-NGYQG2,Customer_30,2024-03-12,PROD-19756-FN378E,Roe - Flying Fish,7.15,1
order-23252-PE2TQS,Customer_65,2024-05-06,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,45.07,5
order-26398-DWML17,Customer_24,2024-01-07,PROD-56388-2OET3Y,Calvados - Boulard,91.38,1
order-10478-X67QGU,Customer_11,2023-12-14,PROD-98653-BBZ430,Artichoke - Fresh,10.81,5
order-38248-MA1650,Customer_80,2023-10-09,PROD-56388-2OET3Y,Calvados - Boulard,6.99,3
order-54393-SRSFWO,Customer_53,2024-04-19,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",79.59,2
order-86847-E69FSQ,Customer_89,2024-01-17,PROD-65311-XSZLWG,Cucumber - English,87.96,3
order-83852-07HSJF,Customer_96,2023-12-25,PROD-33428-NUNI88,Cheese - Pied De Vents,83.36,1
order-01535-HHDJCW,Customer_85,2024-05-05,PROD-05828-E0QMLL,Carbonated Water - Orange,74.88,1
order-98227-TECL9Z,Customer_23,2024-05-05,PROD-98653-BBZ430,Artichoke - Fresh,81.16,4
order-16553-7AV7NC,Customer_22,2023-09-06,PROD-22372-K04JUM,Onion Powder,95.58,3
order-22595-PW5TP7,Customer_43,2024-06-21,PROD-65311-XSZLWG,Cucumber - English,56.45,1
order-04473-9AI8HV,Customer_36,2023-10-10,PROD-77652-F5JTU1,Lobster - Tail 6 Oz,8.46,4
order-39269-0SRW1K,Customer_46,2023-10-13,PROD-03977-S1HZ6B,Pie Shell - 5,88.55,5
order-18234-WSMZG7,Customer_56,2024-02-16,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,39.17,2
order-65845-GZJOM0,Customer_30,2024-04-19,PROD-03977-S1HZ6B,Pie Shell - 5,57.67,3
order-80899-HV8TN6,Customer_37,2024-05-14,PROD-65311-XSZLWG,Cucumber - English,51.07,5
order-73983-71S6Y0,Customer_23,2023-09-20,PROD-19756-FN378E,Roe - Flying Fish,19.64,4
order-89296-Y8KNDT,Customer_99,2023-10-19,PROD-99091-W7JHO8,Pork Salted Bellies,69.63,3
order-77532-I1SIS4,Customer_68,2024-03-31,PROD-33110-3UMYM9,Pork Loin Bine - In Frenched,37.73,3
order-38704-KVJHMJ,Customer_73,2024-02-01,PROD-05828-E0QMLL,Carbonated Water - Orange,9.34,1
order-39991-GPUR3V,Customer_78,2024-05-22,PROD-97351-03NF1Y,Sea Bass - Fillets,12.67,4
order-15559-ZPAEJH,Customer_55,2023-10-31,PROD-97351-03NF1Y,Sea Bass - Fillets,32.82,2
order-61052-UHZPD6,Customer_12,2024-06-12,PROD-03977-S1HZ6B,Pie Shell - 5,63.35,3
order-71520-O07AEV,Customer_90,2024-01-04,PROD-55844-OY7490,Venison - Denver Leg Boneless,61.6,2
order-57474-JCRVCZ,Customer_32,2024-07-11,PROD-87506-V8MFDO,"Soup - Knorr, Ministrone",99.47,4
order-85918-S3H6QC,Customer_23,2023-10-06,PROD-97351-03NF1Y,Sea Bass - Fillets,91.77,4
order-03952-G30LJG,Customer_26,2023-12-06,PROD-05828-E0QMLL,Carbonated Water - Orange,23.54,3
order-53677-E18J2R,Customer_68,2024-07-25,PROD-03977-S1HZ6B,Pie Shell - 5,83.64,2
order-79116-TLFHHL,Customer_41,2024-07-13,PROD-19756-FN378E,Roe - Flying Fish,71.74,5
order-45459-TJIGP9,Customer_38,2023-09-16,PROD-45878-087IDD,"Clams - Littleneck, Whole",29.26,1
order-04493-2L5L8S,Customer_3,2023-10-27,PROD-99091-W7JHO8,Pork Salted Bellies,49.61,3
order-20887-X3VK52,Customer_87,2023-09-26,PROD-41288-8SSO3R,Soup - Campbells Chili Veg,77.72,3
order-20653-KL4AF8,Customer_79,2024-04-17,PROD-41288-8SSO3R,Soup - Campbells Chili Veg,83.94,1
order-36441-LNEPP2,Customer_53,2024-06-28,PROD-55844-OY7490,Venison - Denver Leg Boneless,69.59,5
order-94641-R5S81P,Customer_27,2023-10-08,PROD-74821-4KNUA6,"Beef - Tongue, Cooked",76.19,2
order-24357-LVMV8W,Customer_37,2023-08-04,PROD-07044-C7ZUO1,Sole - Fillet,77.03,5
order-65182-NK8BPR,Customer_42,2024-07-12,PROD-97351-03NF1Y,Sea Bass - Fillets,85.07,2
order-67145-SQ1CHN,Customer_96,2024-05-28,PROD-19756-FN378E,Roe - Flying Fish,49.82,5
